Facultad,Carrera,Día,H_Inicio,H_Salida,Año_Inicio,Año_Fin,Total Estudiantes,Proyecto,Entrada,Salida,Profesor
ARQ,ARQUITECTURA,MIERCOLES,7,9,2024,2024,23,0,7,15,DOC_06
ICA,INDUSTRIAL,MIERCOLES,9,11,2024,2024,32,0,7,15,DOC_06
ICA,CIVIL,JUEVES,9,11,2024,2024,25,1,7,15,DOC_10
IQ,I QUIMICA,JUEVES,11,13,2024,2024,27,1,7,15,DOC_10
FILO,P MATEMATICA,LUNES,9,11,2024,2024,51,1,7,15,DOC_10
FILO,P MATEMATICA,MARTES,9,11,2024,2024,36,1,7,15,DOC_10
ICA,INDUSTRIAL,MIERCOLES,9,11,2024,2024,38,1,7,15,DOC_10
ARQ,ARQUITECTURA,MIERCOLES,11,13,2024,2024,16,1,7,15,DOC_10
ARQ,ARQUITECTURA,MIERCOLES,11,13,2024,2024,55,1,7,15,DOC_10
CQ,BIO Y FAR,VIERNES,10,12,2024,2024,56,1,7,15,DOC_10
ICA,MECANICA,LUNES,7,9,2024,2024,24,1,7,15,DOC_08
FILO,MECATRONICA,MARTES,7,9,2024,2024,31,1,7,15,DOC_08
AGR,AGRONOMIA,MARTES,10,12,2024,2024,34,1,7,15,DOC_08
ARQ,ARQUITECTURA,MIERCOLES,7,9,2024,2024,21,1,7,15,DOC_08
FILO,P MATEMATICA,JUEVES,7,9,2024,2024,50,1,7,15,DOC_08
ARQ,ARQUITECTURA,VIERNES,7,9,2024,2024,21,1,7,15,DOC_08
ICA,S INFORMACION,VIERNES,11,13,2024,2024,40,1,7,15,DOC_08
CQ,QUIMICA,JUEVES,14,16,2024,2024,42,0,12,20,DOC_07
FILO,P MATEMATICA,LUNES,17,19,2024,2024,30,0,12,20,DOC_07
FIGEMPA,PETROLEOS,MARTES,14,16,2024,2024,18,0,12,20,DOC_07
FIGEMPA,GEOLOGIA,MARTES,16,18,2024,2024,15,0,12,20,DOC_07
FIGEMPA,AMBIENTAL,MIERCOLES,16,18,2024,2024,20,0,12,20,DOC_07
ARQ,ARQUITECTURA,VIERNES,15,17,2024,2024,24,0,12,20,DOC_07
ARQ,ARQUITECTURA,VIERNES,15,17,2024,2024,39,0,12,20,DOC_07
FILO,MECATRONICA,VIERNES,18,20,2024,2024,18,0,12,20,DOC_07
CQ,BIO Y FAR,JUEVES,11,13,2024,2024,40,1,7,15,DOC_03
ICA,CIVIL,LUNES,11,13,2024,2024,44,1,7,15,DOC_03
CQ,QUIMICA,MARTES,16,18,2024,2024,52,1,7,15,DOC_03
CQ,QUIMICA,MIERCOLES,13,15,2024,2024,54,1,7,15,DOC_03
CIENCIAS,MATEMATICA,MIERCOLES,15,17,2024,2024,13,1,7,15,DOC_03
ICA,CIVIL,VIERNES,11,13,2024,2024,43,1,7,15,DOC_03
FILO,P MATEMATICA,VIERNES,14,16,2024,2024,43,1,7,15,DOC_03
CIENCIAS,MATEMATICA,JUEVES,12,14,2024,2024,32,0,12,20,DOC_14
CQ,QUIMICA,LUNES,15,17,2024,2024,51,0,12,20,DOC_14
FIGEMPA,GEOLOGIA,MARTES,14,16,2024,2024,31,0,12,20,DOC_14
CIENCIAS,MATEMATICA,JUEVES,12,14,2024,2024,47,0,12,20,DOC_14
AGR,AGRONOMIA,JUEVES,10,12,2024,2024,29,0,12,20,DOC_01
ICA,CIVIL,LUNES,11,13,2024,2024,25,0,12,20,DOC_01
FILO,P MATEMATICA,LUNES,14,16,2024,2024,31,0,12,20,DOC_01
IQ,I QUIMICA,MARTES,9,11,2024,2024,44,0,12,20,DOC_01
FIGEMPA,MINAS,LUNES,9,11,2024,2024,30,0,12,20,DOC_01
CQ,BIO Y FAR,MARTES,15,17,2024,2024,9,0,12,20,DOC_01
FILO,P MATEMATICA,VIERNES,13,15,2024,2024,46,0,12,20,DOC_01
CQ,QUIMICA,LUNES,9,11,2024,2025,19,1,7,15,DOC_08
FILO,P MATEMATICA,MARTES,10,12,2024,2025,50,1,7,15,DOC_08
CQ,QUIMICA,MIERCOLES,10,12,2024,2025,39,1,7,15,DOC_08
ICA,CIVIL,MIERCOLES,11,13,2024,2025,35,0,7,15,DOC_11
CQ,QUIMICA,MIERCOLES,11,13,2024,2025,35,0,7,15,DOC_11
FILO,P INFORMATICA,JUEVES,10,12,2024,2025,47,0,7,15,DOC_11
AGR,AGRONOMIA,JUEVES,9,11,2024,2025,29,1,7,15,DOC_13
AGR,AGRONOMIA,MARTES,14,16,2024,2025,40,1,7,15,DOC_13
ARQ,ARQUITECTURA,JUEVES,13,15,2024,2025,25,1,7,15,DOC_13
ARQ,ARQUITECTURA,MIERCOLES,7,9,2024,2025,21,1,7,15,DOC_13
IQ,I QUIMICA,MARTES,9,11,2024,2025,30,1,7,15,DOC_13
ICA,CIVIL,JUEVES,7,9,2024,2025,39,1,7,15,DOC_03
CQ,BIOPROCESOS,JUEVES,9,11,2024,2025,14,1,7,15,DOC_05
ARQ,ARQUITECTURA,JUEVES,10,12,2024,2025,27,1,7,15,DOC_03
FILO,P MATEMATICA,JUEVES,14,16,2024,2025,54,0,12,20,DOC_07
IQ,I QUIMICA,LUNES,9,11,2024,2025,21,1,7,15,DOC_10
CQ,QUIMICA,JUEVES,11,13,2024,2025,27,1,7,15,DOC_10
FILO,P MATEMATICA,JUEVES,7,9,2024,2025,32,1,7,15,DOC_10
FILO,P MATEMATICA,JUEVES,14,16,2024,2025,44,0,12,20,DOC_01
ICA,CIVIL,JUEVES,14,16,2024,2025,35,0,10,18,DOC_04
FILO,P MATEMATICA,LUNES,7,9,2024,2025,16,1,7,15,DOC_03
FILO,P MATEMATICA,LUNES,14,16,2024,2025,49,0,12,20,DOC_07
ICA,INDUSTRIAL,LUNES,14,16,2024,2025,42,0,12,20,DOC_14
ARQ,ARQUITECTURA,LUNES,7,9,2024,2025,31,0,7,15,DOC_06
AGR,AGRONOMIA,LUNES,10,12,2024,2025,39,0,7,15,DOC_06
ICA,CIVIL,LUNES,13,15,2024,2025,45,1,7,15,DOC_02
FILO,P MATEMATICA,LUNES,14,16,2024,2025,33,0,12,20,DOC_01
FILO,P MATEMATICA,LUNES,16,18,2024,2025,21,0,12,20,DOC_01
ICA,CIVIL,LUNES,11,13,2024,2025,45,1,7,15,DOC_02
FILO,MECATRONICA,LUNES,12,14,2024,2025,40,0,10,18,DOC_04
ARQ,ARQUITECTURA,LUNES,14,16,2024,2025,29,0,10,18,DOC_04
FIGEMPA,AMBIENTAL,MARTES,7,9,2024,2025,30,1,7,15,DOC_05
FIGEMPA,MINAS,LUNES,9,11,2024,2025,19,1,7,15,DOC_03
IQ,I QUIMICA,MARTES,13,15,2024,2025,45,1,7,15,DOC_05
IQ,I QUIMICA,MARTES,14,16,2024,2025,37,0,12,20,DOC_07
FIGEMPA,GEOLOGIA,MARTES,16,18,2024,2025,14,0,12,20,DOC_07
ARQ,ARQUITECTURA,MARTES,15,17,2024,2025,29,0,12,20,DOC_01
FILO,P MATEMATICA,MARTES,7,9,2024,2025,36,1,7,15,DOC_10
FIGEMPA,MINAS,MARTES,9,11,2024,2025,33,1,7,15,DOC_09
FIGEMPA,GEOLOGIA,MARTES,14,16,2024,2025,30,0,12,20,DOC_14
CIENCIAS,MATEMATICA,MARTES,17,19,2024,2025,16,0,12,20,DOC_14
FIGEMPA,PETROLEOS,MARTES,11,13,2024,2025,25,0,7,15,DOC_06
ICA,INDUSTRIAL,MARTES,7,9,2024,2025,48,1,7,15,DOC_02
CQ,BIO Y FAR,MARTES,11,13,2024,2025,48,1,7,15,DOC_02
CQ,BIO Y FAR,MARTES,11,13,2024,2025,43,0,10,18,DOC_04
FILO,P MATEMATICA,MARTES,14,16,2024,2025,37,0,10,18,DOC_04
CIENCIAS,MATEMATICA,VIERNES,7,9,2024,2025,43,1,7,15,DOC_13
CQ,BIOPROCESOS,MIERCOLES,9,11,2024,2025,15,1,7,15,DOC_02
FILO,P MATEMATICA,MIERCOLES,7,9,2024,2025,39,1,7,15,DOC_05
FILO,P MATEMATICA,MIERCOLES,7,9,2024,2025,40,1,7,15,DOC_03
ICA,INDUSTRIAL,MIERCOLES,9,11,2024,2025,37,1,7,15,DOC_05
AGR,AGRONOMIA,MIERCOLES,10,12,2024,2025,41,1,7,15,DOC_03
CQ,QUIMICA,MIERCOLES,13,15,2024,2025,26,0,12,20,DOC_07
CIENCIAS,MATEMATICA,MIERCOLES,17,19,2024,2025,19,0,12,20,DOC_14
CQ,BIO Y FAR,MIERCOLES,9,11,2024,2025,32,1,7,15,DOC_10
ARQ,ARQUITECTURA,MIERCOLES,13,15,2024,2025,22,1,7,15,DOC_10
ARQ,ARQUITECTURA,MIERCOLES,7,9,2024,2025,24,1,7,15,DOC_09
FIGEMPA,PETROLEOS,MIERCOLES,11,13,2024,2025,23,0,7,15,DOC_06
FILO,P MATEMATICA,MIERCOLES,14,16,2024,2025,45,0,12,20,DOC_01
